0.000297, 0.029661, 20
0.001483, 0.059322, 20
0.004153, 0.133475, 20
0.008898, 0.237288, 20
0.016017, 0.355932, 20
0.025508, 0.474576, 20
0.037373, 0.593220, 20
0.051610, 0.711864, 20
0.068220, 0.830508, 20
0.087203, 0.949153, 20
0.108559, 1.067797, 20
0.132288, 1.186441, 20
0.158390, 1.305085, 20
0.186864, 1.423729, 20
0.217712, 1.542373, 20
0.250932, 1.661017, 20
0.286525, 1.779661, 20
0.324492, 1.898305, 20
0.364831, 2.016949, 20
0.407542, 2.135593, 20
0.452627, 2.254237, 20
0.500085, 2.372881, 20
0.549915, 2.491525, 20
0.602119, 2.610169, 20
0.656695, 2.728814, 20
0.713644, 2.847458, 20
0.772966, 2.966102, 20
0.834661, 3.084746, 20
0.898729, 3.203390, 20
0.965169, 3.322034, 20
1.033983, 3.440678, 20
1.105169, 3.559322, 20
1.178729, 3.677966, 20
1.254661, 3.796610, 20
1.332966, 3.915254, 20
1.413644, 4.033898, 20
1.496695, 4.152542, 20
1.582119, 4.271186, 20
1.669915, 4.389831, 20
1.760085, 4.508475, 20
1.852627, 4.627119, 20
1.947542, 4.745763, 20
2.044831, 4.864407, 20
2.144492, 4.983051, 20
2.246525, 5.101695, 20
2.350932, 5.220339, 20
2.457712, 5.338983, 20
2.566864, 5.457627, 20
2.678390, 5.576271, 20
2.792288, 5.694915, 20
2.908559, 5.813559, 20
3.027203, 5.932203, 20
3.148220, 6.050847, 20
3.271610, 6.169492, 20
3.397373, 6.288136, 20
3.525508, 6.406780, 20
3.656017, 6.525424, 20
3.788898, 6.644068, 20
3.924153, 6.762712, 20
4.061483, 6.866525, 20
4.200297, 6.940678, 20
4.340000, 6.985169, 20
4.480000, 7.000000, 20
4.620000, 7.000000, 20
4.760000, 7.000000, 20
4.900000, 7.000000, 20
5.040000, 7.000000, 20
5.180000, 7.000000, 20
5.320000, 7.000000, 20
5.460000, 7.000000, 20
5.600000, 7.000000, 20
5.740000, 7.000000, 20
5.880000, 7.000000, 20
6.020000, 7.000000, 20
6.160000, 7.000000, 20
6.300000, 7.000000, 20
6.440000, 7.000000, 20
6.580000, 7.000000, 20
6.720000, 7.000000, 20
6.860000, 7.000000, 20
7.000000, 7.000000, 20
7.140000, 7.000000, 20
7.280000, 7.000000, 20
7.420000, 7.000000, 20
7.560000, 7.000000, 20
7.700000, 7.000000, 20
7.840000, 7.000000, 20
7.980000, 7.000000, 20
8.120000, 7.000000, 20
8.260000, 7.000000, 20
8.400000, 7.000000, 20
8.540000, 7.000000, 20
8.680000, 7.000000, 20
8.820000, 7.000000, 20
8.960000, 7.000000, 20
9.100000, 7.000000, 20
9.240000, 7.000000, 20
9.380000, 7.000000, 20
9.520000, 7.000000, 20
9.660000, 7.000000, 20
9.800000, 7.000000, 20
9.940000, 7.000000, 20
10.080000, 7.000000, 20
10.220000, 7.000000, 20
10.360000, 7.000000, 20
